snapshot_date,account_id,active_users_7d,conversations_7d,ai_suggestions_accepted_7d,tickets_7d,escalations_7d,renewal_due_in_30d_flag,churned_flag
2025-04-21,acct_00000435,1,1,0,1,0,1,0
2025-04-22,acct_00000435,2,2,0,2,0,1,0
2025-04-23,acct_00000435,3,3,0,3,0,1,0
2025-04-24,acct_00000435,2,2,0,2,0,1,0
2025-04-25,acct_00000435,2,2,0,2,0,1,0
2025-04-26,acct_00000435,2,2,0,2,0,1,0
2025-04-27,acct_00000435,2,2,0,2,0,1,0
2025-04-28,acct_00000435,3,3,0,3,0,1,0
2025-04-29,acct_00000435,2,2,0,2,0,1,0
2025-04-30,acct_00000435,1,1,0,1,0,0,0
2025-01-01,acct_00000436,0,0,0,0,0,0,0
2025-01-02,acct_00000436,0,0,0,0,0,0,0
2025-01-03,acct_00000436,0,0,0,0,0,0,0
2025-01-04,acct_00000436,0,0,0,0,0,0,0
2025-01-05,acct_00000436,0,0,0,0,0,0,0
2025-01-06,acct_00000436,0,0,0,0,0,0,0
2025-01-07,acct_00000436,0,0,0,0,0,0,0
2025-01-08,acct_00000436,0,0,0,0,0,0,0
2025-01-09,acct_00000436,0,0,0,0,0,0,0
2025-01-10,acct_00000436,0,0,0,0,0,0,0
2025-01-11,acct_00000436,0,0,0,0,0,0,0
2025-01-12,acct_00000436,0,0,0,0,0,0,0
2025-01-13,acct_00000436,0,0,0,0,0,0,0
2025-01-14,acct_00000436,0,0,0,0,0,0,0
2025-01-15,acct_00000436,0,0,0,0,0,0,0
2025-01-16,acct_00000436,0,0,0,0,0,0,0
2025-01-17,acct_00000436,0,0,0,0,0,0,0
2025-01-18,acct_00000436,0,0,0,0,0,0,0
2025-01-19,acct_00000436,0,0,0,0,0,0,0
2025-01-20,acct_00000436,0,0,0,0,0,0,0
2025-01-21,acct_00000436,0,0,0,0,0,0,0
2025-01-22,acct_00000436,0,0,0,0,0,0,0
2025-01-23,acct_00000436,0,0,0,0,0,0,0
2025-01-24,acct_00000436,0,0,0,0,0,0,0
2025-01-25,acct_00000436,0,0,0,0,0,0,0
2025-01-26,acct_00000436,0,0,0,0,0,0,0
2025-01-27,acct_00000436,0,0,0,0,0,0,0
2025-01-28,acct_00000436,0,0,0,0,0,0,0
2025-01-29,acct_00000436,0,0,0,0,0,0,0
2025-01-30,acct_00000436,0,0,0,0,0,0,0
2025-01-31,acct_00000436,0,0,0,0,0,0,0
2025-02-01,acct_00000436,0,0,0,0,0,0,0
2025-02-02,acct_00000436,0,0,0,0,0,0,0
2025-02-03,acct_00000436,0,0,0,0,0,0,0
2025-02-04,acct_00000436,0,0,0,0,0,0,0
2025-02-05,acct_00000436,0,0,0,0,0,0,0
2025-02-06,acct_00000436,0,0,0,0,0,0,0
2025-02-07,acct_00000436,0,0,0,0,0,0,0
2025-02-08,acct_00000436,0,0,0,0,0,0,0
2025-02-09,acct_00000436,0,0,0,0,0,0,0
2025-02-10,acct_00000436,0,0,0,0,0,0,0
2025-02-11,acct_00000436,0,0,0,0,0,0,0
2025-02-12,acct_00000436,3,1,0,1,1,0,0
2025-02-13,acct_00000436,8,1,0,1,1,0,0
2025-02-14,acct_00000436,9,2,1,2,1,0,0
2025-02-15,acct_00000436,9,2,1,2,1,0,0
2025-02-16,acct_00000436,9,2,1,2,1,0,0
2025-02-17,acct_00000436,9,3,1,3,1,0,0
2025-02-18,acct_00000436,9,3,2,3,1,0,0
2025-02-19,acct_00000436,10,3,4,3,1,0,0
2025-02-20,acct_00000436,11,4,4,4,1,0,0
2025-02-21,acct_00000436,11,4,7,4,1,0,0
2025-02-22,acct_00000436,11,4,8,4,1,0,0
2025-02-23,acct_00000436,11,4,10,4,1,0,0
2025-02-24,acct_00000436,12,3,10,3,1,0,0
2025-02-25,acct_00000436,10,3,10,3,1,0,0
2025-02-26,acct_00000436,8,3,8,3,0,0,0
2025-02-27,acct_00000436,7,2,9,2,0,0,0
2025-02-28,acct_00000436,9,2,6,2,0,0,0
2025-03-01,acct_00000436,10,2,6,2,0,0,0
2025-03-02,acct_00000436,9,2,5,2,0,0,0
2025-03-03,acct_00000436,10,2,7,2,0,0,0
2025-03-04,acct_00000436,12,7,6,7,2,0,0
2025-03-05,acct_00000436,12,9,6,9,3,0,0
2025-03-06,acct_00000436,13,15,7,15,5,0,0
2025-03-07,acct_00000436,12,15,9,15,6,0,0
2025-03-08,acct_00000436,12,15,8,15,6,0,0
2025-03-09,acct_00000436,14,19,10,19,6,0,0
2025-03-10,acct_00000436,14,22,9,22,7,0,0
2025-03-11,acct_00000436,13,20,9,20,5,0,0
2025-03-12,acct_00000436,12,19,10,19,6,0,0
2025-03-13,acct_00000436,11,14,9,14,4,0,0
2025-03-14,acct_00000436,10,13,8,13,3,0,0
2025-03-15,acct_00000436,11,18,9,18,5,0,0
2025-03-16,acct_00000436,12,17,6,17,7,0,0
2025-03-17,acct_00000436,11,15,7,15,6,0,0
2025-03-18,acct_00000436,15,31,7,31,9,0,1
2025-03-19,acct_00000436,15,29,6,29,7,0,1
2025-03-20,acct_00000436,14,28,5,28,7,0,1
2025-03-21,acct_00000436,14,28,3,28,7,0,1
2025-03-22,acct_00000436,14,23,2,23,5,0,1
2025-03-23,acct_00000436,13,20,2,20,3,0,1
2025-03-24,acct_00000436,12,19,0,19,3,0,1
2025-03-25,acct_00000436,0,0,0,0,0,0,1
2025-03-26,acct_00000436,0,0,0,0,0,0,1
2025-03-27,acct_00000436,0,0,0,0,0,0,1
2025-03-28,acct_00000436,0,0,0,0,0,0,1
2025-03-29,acct_00000436,0,0,0,0,0,0,1
2025-03-30,acct_00000436,0,0,0,0,0,0,1
2025-03-31,acct_00000436,0,0,0,0,0,0,1
2025-04-01,acct_00000436,0,0,0,0,0,0,1
2025-04-02,acct_00000436,0,0,0,0,0,0,1
2025-04-03,acct_00000436,0,0,0,0,0,0,1
2025-04-04,acct_00000436,0,0,0,0,0,0,1
2025-04-05,acct_00000436,0,0,0,0,0,0,1
2025-04-06,acct_00000436,0,0,0,0,0,0,1
2025-04-07,acct_00000436,0,0,0,0,0,0,1
2025-04-08,acct_00000436,0,0,0,0,0,1,1
2025-04-09,acct_00000436,0,0,0,0,0,1,1
2025-04-10,acct_00000436,0,0,0,0,0,1,1
2025-04-11,acct_00000436,0,0,0,0,0,1,1
2025-04-12,acct_00000436,0,0,0,0,0,1,1
2025-04-13,acct_00000436,0,0,0,0,0,1,1
2025-04-14,acct_00000436,0,0,0,0,0,1,1
2025-04-15,acct_00000436,0,0,0,0,0,1,1
2025-04-16,acct_00000436,0,0,0,0,0,1,1
2025-04-17,acct_00000436,0,0,0,0,0,1,1
2025-04-18,acct_00000436,0,0,0,0,0,1,1
2025-04-19,acct_00000436,0,0,0,0,0,1,1
2025-04-20,acct_00000436,0,0,0,0,0,1,1
2025-04-21,acct_00000436,0,0,0,0,0,1,1
2025-04-22,acct_00000436,0,0,0,0,0,1,1
2025-04-23,acct_00000436,0,0,0,0,0,1,1
2025-04-24,acct_00000436,0,0,0,0,0,1,1
2025-04-25,acct_00000436,0,0,0,0,0,1,1
2025-04-26,acct_00000436,0,0,0,0,0,1,1
2025-04-27,acct_00000436,0,0,0,0,0,1,1
2025-04-28,acct_00000436,0,0,0,0,0,1,1
2025-04-29,acct_00000436,0,0,0,0,0,1,1
2025-04-30,acct_00000436,0,0,0,0,0,1,1
2025-01-01,acct_00000437,0,0,0,0,0,0,0
2025-01-02,acct_00000437,0,0,0,0,0,0,0
2025-01-03,acct_00000437,0,0,0,0,0,0,0
2025-01-04,acct_00000437,0,0,0,0,0,0,0
2025-01-05,acct_00000437,0,0,0,0,0,0,0
2025-01-06,acct_00000437,0,0,0,0,0,0,0
2025-01-07,acct_00000437,0,0,0,0,0,0,0
2025-01-08,acct_00000437,0,0,0,0,0,0,0
2025-01-09,acct_00000437,0,0,0,0,0,0,0
2025-01-10,acct_00000437,0,0,0,0,0,0,0
2025-01-11,acct_00000437,0,0,0,0,0,0,0
2025-01-12,acct_00000437,0,0,0,0,0,0,0
2025-01-13,acct_00000437,0,0,0,0,0,0,0
2025-01-14,acct_00000437,0,0,0,0,0,0,0
2025-01-15,acct_00000437,0,0,0,0,0,0,0
2025-01-16,acct_00000437,0,0,0,0,0,0,0
2025-01-17,acct_00000437,0,0,0,0,0,0,0
2025-01-18,acct_00000437,0,0,0,0,0,0,0
2025-01-19,acct_00000437,0,0,0,0,0,0,0
2025-01-20,acct_00000437,0,0,0,0,0,0,0
2025-01-21,acct_00000437,0,0,0,0,0,0,0
2025-01-22,acct_00000437,0,0,0,0,0,0,0
2025-01-23,acct_00000437,0,0,0,0,0,0,0
2025-01-24,acct_00000437,0,0,0,0,0,0,0
2025-01-25,acct_00000437,0,0,0,0,0,0,0
2025-01-26,acct_00000437,0,0,0,0,0,0,0
2025-01-27,acct_00000437,0,0,0,0,0,0,0
2025-01-28,acct_00000437,0,0,0,0,0,0,0
2025-01-29,acct_00000437,0,0,0,0,0,0,0
2025-01-30,acct_00000437,0,0,0,0,0,0,0
2025-01-31,acct_00000437,0,0,0,0,0,0,0
2025-02-01,acct_00000437,0,0,0,0,0,0,0
2025-02-02,acct_00000437,0,0,0,0,0,0,0
2025-02-03,acct_00000437,0,0,0,0,0,0,0
2025-02-04,acct_00000437,0,0,0,0,0,0,0
2025-02-05,acct_00000437,0,0,0,0,0,0,0
2025-02-06,acct_00000437,0,0,0,0,0,0,0
2025-02-07,acct_00000437,0,0,0,0,0,0,0
2025-02-08,acct_00000437,1,0,0,0,0,0,0
2025-02-09,acct_00000437,1,0,0,0,0,0,0
2025-02-10,acct_00000437,2,0,0,0,0,0,0
2025-02-11,acct_00000437,3,0,0,0,0,0,0
2025-02-12,acct_00000437,3,0,0,0,0,0,0
2025-02-13,acct_00000437,3,0,0,0,0,0,0
2025-02-14,acct_00000437,4,0,0,0,0,0,0
2025-02-15,acct_00000437,4,0,0,0,0,0,0
2025-02-16,acct_00000437,5,1,1,1,0,0,0
2025-02-17,acct_00000437,5,2,1,2,0,0,0
2025-02-18,acct_00000437,6,2,1,2,0,0,0
2025-02-19,acct_00000437,6,3,1,3,0,0,0
2025-02-20,acct_00000437,6,4,1,4,0,0,0
2025-02-21,acct_00000437,6,4,1,4,0,0,0
2025-02-22,acct_00000437,6,5,1,5,0,0,0
2025-02-23,acct_00000437,6,4,0,4,0,0,0
2025-02-24,acct_00000437,4,3,0,3,0,0,0
2025-02-25,acct_00000437,4,5,0,5,0,0,0
2025-02-26,acct_00000437,4,4,1,4,0,0,0
2025-02-27,acct_00000437,4,3,1,3,0,0,0
2025-02-28,acct_00000437,4,3,2,3,0,0,0
2025-03-01,acct_00000437,3,3,3,3,0,0,0
2025-03-02,acct_00000437,3,3,4,3,0,0,0
2025-03-03,acct_00000437,3,4,5,4,0,0,0
2025-03-04,acct_00000437,3,2,5,2,0,0,0
2025-03-05,acct_00000437,3,2,5,2,0,0,0
2025-03-06,acct_00000437,3,2,5,2,0,0,0
2025-03-07,acct_00000437,3,2,4,2,0,0,0
2025-03-08,acct_00000437,2,1,3,1,0,0,0
2025-03-09,acct_00000437,2,1,3,1,0,0,0
2025-03-10,acct_00000437,2,0,2,0,0,0,0
2025-03-11,acct_00000437,2,0,3,0,0,0,0
2025-03-12,acct_00000437,1,0,2,0,0,0,0
2025-03-13,acct_00000437,2,1,2,1,0,0,0
2025-03-14,acct_00000437,2,1,2,1,0,0,0
2025-03-15,acct_00000437,2,1,2,1,0,0,0
2025-03-16,acct_00000437,2,1,1,1,0,0,0
2025-03-17,acct_00000437,2,1,1,1,0,0,0
2025-03-18,acct_00000437,2,1,0,1,0,0,0
2025-03-19,acct_00000437,2,1,0,1,0,0,0
2025-03-20,acct_00000437,1,0,0,0,0,0,0
2025-03-21,acct_00000437,1,0,0,0,0,0,0
2025-03-22,acct_00000437,1,0,1,0,0,0,0
2025-03-23,acct_00000437,1,1,2,1,0,0,0
2025-03-24,acct_00000437,1,1,2,1,0,0,0
2025-03-25,acct_00000437,2,2,3,2,0,0,0
2025-03-26,acct_00000437,2,2,3,2,0,0,0
2025-03-27,acct_00000437,2,2,3,2,0,0,0
2025-03-28,acct_00000437,2,2,3,2,0,0,0
2025-03-29,acct_00000437,4,4,2,4,0,0,0
2025-03-30,acct_00000437,4,4,1,4,0,1,0
2025-03-31,acct_00000437,4,4,1,4,0,1,0
2025-04-01,acct_00000437,2,3,0,3,0,1,0
2025-04-02,acct_00000437,2,3,0,3,0,1,0
2025-04-03,acct_00000437,2,3,0,3,0,1,0
2025-04-04,acct_00000437,2,3,0,3,0,1,0
2025-04-05,acct_00000437,1,1,0,1,0,1,0
2025-04-06,acct_00000437,0,0,0,0,0,1,0
2025-04-07,acct_00000437,0,0,0,0,0,1,0
2025-04-08,acct_00000437,0,0,0,0,0,1,0
2025-04-09,acct_00000437,0,0,0,0,0,1,0
2025-04-10,acct_00000437,0,0,0,0,0,1,0
2025-04-11,acct_00000437,0,0,0,0,0,1,0
2025-04-12,acct_00000437,1,1,0,1,0,1,0
2025-04-13,acct_00000437,1,1,0,1,0,1,0
2025-04-14,acct_00000437,1,1,0,1,0,1,0
2025-04-15,acct_00000437,1,1,0,1,0,1,0
2025-04-16,acct_00000437,1,1,0,1,0,1,0
2025-04-17,acct_00000437,1,1,0,1,0,1,0
2025-04-18,acct_00000437,1,1,0,1,0,1,0
2025-04-19,acct_00000437,0,0,0,0,0,1,0
2025-04-20,acct_00000437,1,1,0,1,0,1,0
2025-04-21,acct_00000437,1,1,0,1,0,1,0
2025-04-22,acct_00000437,1,1,0,1,0,1,0
2025-04-23,acct_00000437,1,1,0,1,0,1,0
2025-04-24,acct_00000437,1,1,0,1,0,1,0
2025-04-25,acct_00000437,1,1,0,1,0,1,0
2025-04-26,acct_00000437,1,1,0,1,0,1,0
2025-04-27,acct_00000437,0,0,0,0,0,1,0
2025-04-28,acct_00000437,1,1,0,1,0,1,0
2025-04-29,acct_00000437,1,1,0,1,0,1,0
2025-04-30,acct_00000437,1,2,0,2,0,0,0
2025-01-01,acct_00000438,0,0,0,0,0,0,0
2025-01-02,acct_00000438,0,0,0,0,0,0,0
2025-01-03,acct_00000438,0,0,0,0,0,0,0
2025-01-04,acct_00000438,0,0,0,0,0,0,0
2025-01-05,acct_00000438,0,0,0,0,0,0,0
2025-01-06,acct_00000438,0,0,0,0,0,0,0
2025-01-07,acct_00000438,0,0,0,0,0,0,0
2025-01-08,acct_00000438,0,0,0,0,0,0,0
2025-01-09,acct_00000438,0,0,0,0,0,0,0
2025-01-10,acct_00000438,0,0,0,0,0,0,0
2025-01-11,acct_00000438,0,0,0,0,0,0,0
2025-01-12,acct_00000438,0,0,0,0,0,0,0
2025-01-13,acct_00000438,0,0,0,0,0,0,0
2025-01-14,acct_00000438,0,0,0,0,0,0,0
2025-01-15,acct_00000438,0,0,0,0,0,0,0
2025-01-16,acct_00000438,0,0,0,0,0,0,0
2025-01-17,acct_00000438,0,0,0,0,0,0,0
2025-01-18,acct_00000438,0,0,0,0,0,0,0
2025-01-19,acct_00000438,1,0,0,0,0,0,0
2025-01-20,acct_00000438,1,0,0,0,0,0,0
2025-01-21,acct_00000438,1,1,0,1,0,0,0
2025-01-22,acct_00000438,1,1,0,1,0,0,0
2025-01-23,acct_00000438,2,1,0,1,0,0,0
2025-01-24,acct_00000438,3,2,1,2,0,0,0
2025-01-25,acct_00000438,5,2,1,2,0,0,0
2025-01-26,acct_00000438,7,2,1,2,0,0,0
2025-01-27,acct_00000438,7,2,2,2,0,0,0
2025-01-28,acct_00000438,8,1,4,1,0,0,0
2025-01-29,acct_00000438,8,2,4,2,0,0,0
2025-01-30,acct_00000438,8,2,4,2,0,0,0
2025-01-31,acct_00000438,7,1,3,1,0,0,0
2025-02-01,acct_00000438,7,1,5,1,0,0,0
2025-02-02,acct_00000438,7,2,5,2,0,0,0
2025-02-03,acct_00000438,8,3,6,3,0,0,0
2025-02-04,acct_00000438,8,3,5,3,0,0,0
2025-02-05,acct_00000438,9,3,7,3,1,0,0
2025-02-06,acct_00000438,10,3,8,3,1,0,0
2025-02-07,acct_00000438,11,3,9,3,1,0,0
2025-02-08,acct_00000438,11,3,7,3,1,0,0
2025-02-09,acct_00000438,10,3,9,3,1,0,0
2025-02-10,acct_00000438,10,2,9,2,1,0,0
2025-02-11,acct_00000438,10,4,9,4,2,0,0
2025-02-12,acct_00000438,12,4,7,4,1,0,0
2025-02-13,acct_00000438,12,4,7,4,1,0,0
2025-02-14,acct_00000438,14,8,6,8,1,0,0
2025-02-15,acct_00000438,12,8,6,8,1,0,0
2025-02-16,acct_00000438,12,10,4,10,3,0,0
2025-02-17,acct_00000438,11,10,2,10,3,0,0
2025-02-18,acct_00000438,10,8,2,8,2,0,0
2025-02-19,acct_00000438,10,9,3,9,2,0,0
2025-02-20,acct_00000438,10,9,3,9,2,0,0
2025-02-21,acct_00000438,7,5,3,5,2,0,0
2025-02-22,acct_00000438,7,7,3,7,3,0,0
2025-02-23,acct_00000438,5,4,4,4,1,0,0
2025-02-24,acct_00000438,5,4,4,4,1,0,0
2025-02-25,acct_00000438,4,4,3,4,1,0,0
2025-02-26,acct_00000438,4,3,3,3,2,0,0
2025-02-27,acct_00000438,4,3,2,3,2,0,0
2025-02-28,acct_00000438,4,3,2,3,2,0,0
2025-03-01,acct_00000438,4,2,2,2,1,0,0
2025-03-02,acct_00000438,4,2,1,2,1,0,0
2025-03-03,acct_00000438,3,2,2,2,1,0,0
2025-03-04,acct_00000438,3,2,2,2,1,0,0
2025-03-05,acct_00000438,2,1,2,1,0,0,0
2025-03-06,acct_00000438,2,1,2,1,0,0,0
2025-03-07,acct_00000438,2,1,4,1,0,0,0
2025-03-08,acct_00000438,2,0,5,0,0,0,0
2025-03-09,acct_00000438,2,1,6,1,0,0,0
2025-03-10,acct_00000438,3,2,6,2,0,0,0
2025-03-11,acct_00000438,3,3,7,3,0,0,0
2025-03-12,acct_00000438,3,3,7,3,0,0,0
2025-03-13,acct_00000438,4,4,8,4,1,0,0
2025-03-14,acct_00000438,6,6,6,6,3,0,0
2025-03-15,acct_00000438,6,6,5,6,3,0,0
2025-03-16,acct_00000438,6,5,4,5,3,0,0
2025-03-17,acct_00000438,6,4,3,4,3,0,0
2025-03-18,acct_00000438,5,3,2,3,3,0,0
2025-03-19,acct_00000438,5,3,1,3,3,0,0
2025-03-20,acct_00000438,5,4,0,4,2,1,0
2025-03-21,acct_00000438,4,2,1,2,0,1,0
2025-03-22,acct_00000438,4,2,1,2,0,1,0
2025-03-23,acct_00000438,4,2,1,2,0,1,0
2025-03-24,acct_00000438,4,3,1,3,0,1,0
2025-03-25,acct_00000438,4,4,1,4,0,1,0
2025-03-26,acct_00000438,4,4,2,4,0,1,0
2025-03-27,acct_00000438,3,2,2,2,0,1,0
2025-03-28,acct_00000438,3,2,1,2,0,1,0
2025-03-29,acct_00000438,3,2,1,2,0,1,0
2025-03-30,acct_00000438,4,3,1,3,0,1,0
2025-03-31,acct_00000438,3,2,2,2,0,1,0
2025-04-01,acct_00000438,5,3,3,3,0,1,0
2025-04-02,acct_00000438,5,3,2,3,0,1,0
2025-04-03,acct_00000438,6,4,2,4,0,1,0
2025-04-04,acct_00000438,6,4,2,4,0,1,0
2025-04-05,acct_00000438,6,4,3,4,0,1,0
2025-04-06,acct_00000438,5,3,3,3,0,1,0
2025-04-07,acct_00000438,5,3,2,3,0,1,0
2025-04-08,acct_00000438,4,2,2,2,0,1,0
2025-04-09,acct_00000438,4,4,2,4,0,1,0
2025-04-10,acct_00000438,4,4,3,4,0,1,0
2025-04-11,acct_00000438,4,4,3,4,0,1,0
2025-04-12,acct_00000438,4,4,2,4,0,1,0
2025-04-13,acct_00000438,5,5,2,5,1,1,0
2025-04-14,acct_00000438,5,6,3,6,1,1,0
2025-04-15,acct_00000438,5,5,2,5,1,1,0
2025-04-16,acct_00000438,5,4,2,4,1,1,0
2025-04-17,acct_00000438,4,3,1,3,1,1,0
2025-04-18,acct_00000438,3,3,2,3,1,1,0
2025-04-19,acct_00000438,3,3,2,3,1,1,0
2025-04-20,acct_00000438,2,2,2,2,0,0,0
2025-04-21,acct_00000438,2,1,1,1,0,0,0
2025-04-22,acct_00000438,2,1,1,1,0,0,0
2025-04-23,acct_00000438,1,0,2,0,0,0,0
2025-04-24,acct_00000438,2,1,2,1,0,0,0
2025-04-25,acct_00000438,3,2,1,2,0,0,0
2025-04-26,acct_00000438,3,3,1,3,0,0,0
2025-04-27,acct_00000438,4,5,3,5,0,0,0
2025-04-28,acct_00000438,4,6,4,6,0,0,0
2025-04-29,acct_00000438,5,7,4,7,0,0,0
2025-04-30,acct_00000438,6,8,3,8,0,0,0
2025-01-01,acct_00000439,0,0,0,0,0,0,0
2025-01-02,acct_00000439,0,0,0,0,0,0,0
2025-01-03,acct_00000439,0,0,0,0,0,0,0
2025-01-04,acct_00000439,0,0,0,0,0,0,0
2025-01-05,acct_00000439,0,0,0,0,0,0,0
2025-01-06,acct_00000439,0,0,0,0,0,0,0
2025-01-07,acct_00000439,0,0,0,0,0,0,0
2025-01-08,acct_00000439,0,0,0,0,0,0,0
2025-01-09,acct_00000439,0,0,0,0,0,0,0
2025-01-10,acct_00000439,0,0,0,0,0,0,0
2025-01-11,acct_00000439,0,0,0,0,0,0,0
2025-01-12,acct_00000439,0,0,0,0,0,0,0
2025-01-13,acct_00000439,0,0,0,0,0,0,0
2025-01-14,acct_00000439,0,0,0,0,0,0,0
2025-01-15,acct_00000439,0,0,0,0,0,0,0
2025-01-16,acct_00000439,0,0,0,0,0,0,0
2025-01-17,acct_00000439,0,0,0,0,0,0,0
2025-01-18,acct_00000439,0,0,0,0,0,0,0
2025-01-19,acct_00000439,0,0,0,0,0,0,0
2025-01-20,acct_00000439,0,0,0,0,0,0,0
2025-01-21,acct_00000439,0,0,0,0,0,0,0
2025-01-22,acct_00000439,0,0,0,0,0,0,0
2025-01-23,acct_00000439,0,0,0,0,0,0,0
2025-01-24,acct_00000439,0,0,0,0,0,0,0
2025-01-25,acct_00000439,0,0,0,0,0,0,0
2025-01-26,acct_00000439,0,0,0,0,0,0,0
2025-01-27,acct_00000439,0,0,0,0,0,0,0
2025-01-28,acct_00000439,0,0,0,0,0,0,0
2025-01-29,acct_00000439,0,0,0,0,0,0,0
2025-01-30,acct_00000439,0,0,0,0,0,0,0
2025-01-31,acct_00000439,0,0,0,0,0,0,0
2025-02-01,acct_00000439,0,0,0,0,0,0,0
2025-02-02,acct_00000439,0,0,0,0,0,0,0
2025-02-03,acct_00000439,0,0,0,0,0,0,0
2025-02-04,acct_00000439,0,0,0,0,0,0,0
2025-02-05,acct_00000439,2,0,0,0,0,0,0
2025-02-06,acct_00000439,4,4,0,4,0,0,0
2025-02-07,acct_00000439,4,5,1,5,0,0,0
2025-02-08,acct_00000439,5,7,2,7,0,0,0
2025-02-09,acct_00000439,6,7,2,7,0,0,0
2025-02-10,acct_00000439,8,8,2,8,0,0,0
2025-02-11,acct_00000439,9,8,2,8,0,0,0
2025-02-12,acct_00000439,13,8,5,8,0,0,0
2025-02-13,acct_00000439,15,4,5,4,0,0,0
2025-02-14,acct_00000439,17,4,7,4,0,0,0
2025-02-15,acct_00000439,18,4,7,4,0,0,0
2025-02-16,acct_00000439,20,5,7,5,0,0,0
2025-02-17,acct_00000439,18,4,9,4,0,0,0
2025-02-18,acct_00000439,19,7,9,7,0,0,0
2025-02-19,acct_00000439,19,9,6,9,0,0,0
2025-02-20,acct_00000439,20,9,7,9,0,0,0
2025-02-21,acct_00000439,20,10,7,10,1,0,0
2025-02-22,acct_00000439,19,9,7,9,2,0,0
2025-02-23,acct_00000439,19,10,8,10,3,0,0
2025-02-24,acct_00000439,20,11,7,11,4,0,0
2025-02-25,acct_00000439,20,9,9,9,5,0,0
2025-02-26,acct_00000439,24,8,9,8,6,0,0
2025-02-27,acct_00000439,26,10,12,10,7,0,0
2025-02-28,acct_00000439,27,8,11,8,6,0,0
2025-03-01,acct_00000439,27,9,11,9,5,0,0
2025-03-02,acct_00000439,30,8,13,8,4,0,0
2025-03-03,acct_00000439,28,9,13,9,3,0,0
2025-03-04,acct_00000439,26,8,13,8,2,0,0
2025-03-05,acct_00000439,25,8,15,8,1,0,0
2025-03-06,acct_00000439,25,6,12,6,0,0,0
2025-03-07,acct_00000439,24,8,10,8,1,0,0
2025-03-08,acct_00000439,24,7,10,7,1,0,0
2025-03-09,acct_00000439,22,7,8,7,1,0,0
2025-03-10,acct_00000439,22,6,9,6,1,0,0
2025-03-11,acct_00000439,19,7,7,7,1,0,0
2025-03-12,acct_00000439,19,6,7,6,1,0,0
2025-03-13,acct_00000439,16,7,7,7,1,0,0
2025-03-14,acct_00000439,14,5,8,5,0,0,0
2025-03-15,acct_00000439,12,4,9,4,0,0,0
2025-03-16,acct_00000439,11,3,8,3,0,0,0
2025-03-17,acct_00000439,11,3,6,3,0,0,0
2025-03-18,acct_00000439,10,3,6,3,0,0,0
2025-03-19,acct_00000439,10,3,5,3,0,0,0
2025-03-20,acct_00000439,10,2,5,2,0,0,0
2025-03-21,acct_00000439,11,3,5,3,0,0,0
2025-03-22,acct_00000439,12,4,4,4,1,0,0
2025-03-23,acct_00000439,14,7,4,7,1,0,0
2025-03-24,acct_00000439,12,6,4,6,1,0,0
2025-03-25,acct_00000439,13,8,4,8,1,0,0
2025-03-26,acct_00000439,14,10,3,10,3,0,0
2025-03-27,acct_00000439,14,10,2,10,3,0,0
2025-03-28,acct_00000439,14,10,2,10,3,0,0
2025-03-29,acct_00000439,13,10,2,10,2,0,0
2025-03-30,acct_00000439,12,9,2,9,2,0,0
2025-03-31,acct_00000439,11,10,2,10,3,0,0
2025-04-01,acct_00000439,11,9,2,9,3,0,0
2025-04-02,acct_00000439,9,7,2,7,1,0,0
2025-04-03,acct_00000439,9,8,2,8,2,0,0
2025-04-04,acct_00000439,8,7,1,7,2,0,0
2025-04-05,acct_00000439,7,7,0,7,2,0,0
2025-04-06,acct_00000439,6,6,0,6,3,1,0
2025-04-07,acct_00000439,6,5,0,5,2,1,0
2025-04-08,acct_00000439,5,4,0,4,2,1,0
2025-04-09,acct_00000439,6,4,0,4,2,1,0
2025-04-10,acct_00000439,6,4,0,4,1,1,0
2025-04-11,acct_00000439,6,5,0,5,1,1,0
2025-04-12,acct_00000439,7,5,0,5,1,1,0
2025-04-13,acct_00000439,7,5,0,5,0,1,0
2025-04-14,acct_00000439,7,5,0,5,0,1,0
2025-04-15,acct_00000439,6,5,0,5,0,1,0
2025-04-16,acct_00000439,5,5,0,5,0,1,0
2025-04-17,acct_00000439,6,6,0,6,1,1,0
2025-04-18,acct_00000439,6,6,0,6,1,1,0
2025-04-19,acct_00000439,6,5,0,5,1,1,0
2025-04-20,acct_00000439,6,5,0,5,1,1,0
2025-04-21,acct_00000439,6,6,0,6,1,1,0
2025-04-22,acct_00000439,6,5,0,5,1,1,0
2025-04-23,acct_00000439,6,6,0,6,1,1,0
2025-04-24,acct_00000439,5,5,0,5,0,1,0
2025-04-25,acct_00000439,5,4,0,4,0,1,0
2025-04-26,acct_00000439,5,4,0,4,0,1,0
2025-04-27,acct_00000439,4,4,0,4,0,1,0
2025-04-28,acct_00000439,4,4,0,4,1,1,0
2025-04-29,acct_00000439,4,4,0,4,1,1,0
2025-04-30,acct_00000439,3,3,0,3,1,1,0
2025-01-01,acct_00000440,0,0,0,0,0,0,0
2025-01-02,acct_00000440,0,0,0,0,0,0,0
2025-01-03,acct_00000440,0,0,0,0,0,0,0
2025-01-04,acct_00000440,0,0,0,0,0,0,0
2025-01-05,acct_00000440,0,0,0,0,0,0,0
2025-01-06,acct_00000440,0,0,0,0,0,0,0
2025-01-07,acct_00000440,0,0,0,0,0,0,0
