conversation_id,account_id,user_id,created_at,resolved_at,channel,issue_type,resolved_by,ai_assist_used_flag,escalated_flag,resolution_minutes,csat_score
conv_00017331,acct_00000343,usr_00007942,2025-01-22 13:02:05,2025-01-22 14:50:05,web,bug,human,0,0,108,4.0
conv_00017336,acct_00000343,usr_00007942,2025-01-24 19:21:44,2025-01-24 19:59:44,email,reporting,human,0,0,38,3.1
conv_00017341,acct_00000343,usr_00007940,2025-01-26 13:01:30,2025-01-26 14:02:30,chat,workflow,human,0,0,61,3.2
conv_00017338,acct_00000343,usr_00007942,2025-01-30 12:04:25,2025-01-30 12:32:25,email,setup,ai_plus_human,1,0,28,3.8
conv_00017322,acct_00000343,usr_00007940,2025-02-03 19:42:25,2025-02-03 20:46:25,email,api,human,0,0,64,3.0
conv_00017330,acct_00000343,usr_00007944,2025-02-05 17:42:33,2025-02-05 18:03:33,email,setup,ai_plus_human,1,0,21,4.7
conv_00017325,acct_00000343,usr_00007945,2025-02-07 08:54:02,2025-02-07 09:40:02,chat,permissions,human,0,0,46,3.5
conv_00017334,acct_00000343,usr_00007940,2025-02-10 14:48:31,2025-02-10 16:03:31,chat,bug,ai_plus_human,1,0,75,3.8
conv_00017327,acct_00000343,usr_00007942,2025-03-01 19:44:12,2025-03-01 20:09:12,chat,setup,ai_plus_human,1,0,25,3.6
conv_00017321,acct_00000343,usr_00007946,2025-03-05 19:32:32,2025-03-05 20:16:32,chat,reporting,human,0,0,44,3.8
conv_00017340,acct_00000343,usr_00007951,2025-03-05 20:16:12,2025-03-05 21:55:12,chat,bug,human,0,0,99,4.0
conv_00017337,acct_00000343,usr_00007947,2025-03-06 10:55:08,2025-03-06 11:41:08,email,billing,human,0,0,46,3.7
conv_00017333,acct_00000343,usr_00007943,2025-03-07 14:31:06,2025-03-07 15:31:06,chat,api,human,0,0,60,3.1
conv_00017335,acct_00000343,usr_00007940,2025-03-09 08:30:14,2025-03-09 09:35:14,chat,bug,ai,1,0,65,3.8
conv_00017329,acct_00000343,usr_00007948,2025-03-10 14:42:58,2025-03-10 15:02:58,chat,setup,human,0,0,20,2.7
conv_00017326,acct_00000343,usr_00007942,2025-03-12 09:30:43,2025-03-12 10:45:43,email,bug,ai,1,0,75,3.2
conv_00017328,acct_00000343,usr_00007944,2025-03-14 19:20:55,2025-03-14 20:18:55,chat,bug,ai,1,0,58,3.9
conv_00017332,acct_00000343,usr_00007953,2025-04-06 15:15:59,2025-04-06 15:41:59,chat,setup,ai,1,0,26,4.6
conv_00017324,acct_00000343,usr_00007953,2025-04-10 10:07:02,2025-04-10 11:35:02,chat,bug,ai_plus_human,1,0,88,3.2
conv_00017323,acct_00000343,usr_00007949,2025-04-12 07:13:45,2025-04-12 07:29:45,chat,reporting,ai_plus_human,1,0,16,4.1
conv_00017339,acct_00000343,usr_00007946,2025-04-27 07:19:15,2025-04-27 09:11:15,chat,bug,ai_plus_human,1,1,112,2.9
conv_00017360,acct_00000344,usr_00007964,2025-01-25 07:21:44,2025-01-25 08:47:44,chat,bug,human,0,0,86,4.0
conv_00017361,acct_00000344,usr_00007960,2025-01-25 20:03:21,2025-01-25 21:21:21,web,api,human,0,0,78,3.0
conv_00017353,acct_00000344,usr_00007959,2025-01-26 20:14:25,2025-01-26 20:48:25,chat,setup,human,0,0,34,2.8
conv_00017346,acct_00000344,usr_00007964,2025-01-29 15:47:19,2025-01-29 17:04:19,web,bug,human,0,0,77,3.6
conv_00017364,acct_00000344,usr_00007959,2025-02-05 07:16:39,2025-02-05 11:21:39,web,bug,human,0,1,245,2.7
conv_00017363,acct_00000344,usr_00007959,2025-02-06 11:21:11,2025-02-06 12:13:11,chat,setup,human,0,1,52,2.9
conv_00017368,acct_00000344,usr_00007958,2025-02-17 12:09:49,2025-02-17 12:53:49,email,setup,human,0,1,44,2.7
conv_00017365,acct_00000344,usr_00007956,2025-02-21 07:21:55,2025-02-21 08:43:55,chat,billing,human,0,1,82,1.7
conv_00017366,acct_00000344,usr_00007964,2025-02-24 18:31:53,2025-02-24 20:22:53,chat,bug,human,0,0,111,3.5
conv_00017355,acct_00000344,usr_00007954,2025-02-25 07:28:36,2025-02-25 09:30:36,chat,bug,human,0,0,122,3.0
conv_00017357,acct_00000344,usr_00007960,2025-02-26 16:29:10,2025-02-26 17:12:10,email,workflow,human,0,0,43,2.8
conv_00017351,acct_00000344,usr_00007959,2025-03-01 21:20:15,2025-03-01 22:15:15,email,api,human,0,0,55,3.9
conv_00017342,acct_00000344,usr_00007961,2025-03-04 15:15:30,2025-03-04 16:37:30,chat,bug,human,0,0,82,2.7
conv_00017362,acct_00000344,usr_00007965,2025-03-13 16:10:22,2025-03-13 16:34:22,web,permissions,ai_plus_human,1,0,24,3.9
conv_00017345,acct_00000344,usr_00007961,2025-03-14 11:21:58,2025-03-14 12:27:58,email,bug,ai,1,0,66,4.2
conv_00017352,acct_00000344,usr_00007962,2025-03-17 21:40:04,2025-03-17 22:11:04,email,workflow,ai_plus_human,1,0,31,4.1
conv_00017356,acct_00000344,usr_00007965,2025-03-22 14:53:41,2025-03-22 15:52:41,email,workflow,human,0,0,59,3.5
conv_00017343,acct_00000344,usr_00007960,2025-03-26 07:11:03,2025-03-26 09:11:03,chat,api,human,0,1,120,2.6
conv_00017367,acct_00000344,usr_00007954,2025-03-28 19:33:30,2025-03-28 20:17:30,chat,bug,ai,1,0,44,3.6
conv_00017344,acct_00000344,usr_00007954,2025-03-29 11:23:58,2025-03-29 12:02:58,chat,workflow,ai_plus_human,1,0,39,3.7
conv_00017359,acct_00000344,usr_00007956,2025-04-02 07:59:18,2025-04-02 09:01:18,chat,api,ai,1,0,62,3.8
conv_00017358,acct_00000344,usr_00007956,2025-04-02 18:23:50,2025-04-02 19:54:50,email,bug,human,0,0,91,3.2
conv_00017349,acct_00000344,usr_00007959,2025-04-04 20:32:00,2025-04-04 21:11:00,email,billing,ai,1,0,39,3.7
conv_00017347,acct_00000344,usr_00007961,2025-04-18 19:03:47,2025-04-18 19:35:47,email,reporting,human,0,0,32,3.0
conv_00017350,acct_00000344,usr_00007958,2025-04-22 07:35:08,2025-04-22 08:34:08,web,billing,ai_plus_human,1,1,59,3.2
conv_00017354,acct_00000344,usr_00007956,2025-04-24 19:09:53,2025-04-24 21:05:53,email,bug,human,0,0,116,3.7
conv_00017369,acct_00000344,usr_00007957,2025-04-28 09:32:20,2025-04-28 09:47:20,chat,setup,ai_plus_human,1,0,15,3.7
conv_00017348,acct_00000344,usr_00007959,2025-04-28 12:10:22,2025-04-28 12:19:22,web,reporting,ai_plus_human,1,0,9,3.8
conv_00017392,acct_00000345,usr_00007967,2025-01-16 17:33:02,2025-01-16 19:05:02,chat,bug,human,0,0,92,3.8
conv_00017383,acct_00000345,usr_00007972,2025-01-19 14:57:30,2025-01-19 15:25:30,email,workflow,ai,1,0,28,3.4
conv_00017381,acct_00000345,usr_00007972,2025-01-21 09:15:59,2025-01-21 09:42:59,web,billing,ai,1,0,27,3.7
conv_00017370,acct_00000345,usr_00007969,2025-01-24 13:54:36,2025-01-24 14:29:36,web,billing,human,0,0,35,3.3
conv_00017386,acct_00000345,usr_00007972,2025-01-26 21:35:26,2025-01-26 21:59:26,chat,reporting,ai,1,0,24,3.2
conv_00017374,acct_00000345,usr_00007968,2025-02-01 18:22:31,2025-02-01 19:08:31,email,billing,human,0,0,46,2.6
conv_00017382,acct_00000345,usr_00007978,2025-02-01 19:49:45,2025-02-01 21:25:45,email,bug,human,0,0,96,4.0
conv_00017393,acct_00000345,usr_00007976,2025-02-17 20:54:37,2025-02-17 21:45:37,web,billing,human,0,0,51,3.6
conv_00017375,acct_00000345,usr_00007974,2025-02-22 19:45:59,2025-02-22 20:40:59,chat,setup,human,0,1,55,2.9
conv_00017395,acct_00000345,usr_00007966,2025-02-25 12:40:25,2025-02-25 13:00:25,email,setup,ai,1,0,20,3.6
conv_00017394,acct_00000345,usr_00007967,2025-02-26 11:00:03,2025-02-26 11:41:03,chat,reporting,human,0,0,41,3.2
conv_00017379,acct_00000345,usr_00007966,2025-03-09 16:28:49,2025-03-09 17:40:49,chat,workflow,human,0,0,72,3.4
conv_00017387,acct_00000345,usr_00007968,2025-03-12 20:52:28,2025-03-12 21:26:28,chat,permissions,human,0,0,34,3.2
conv_00017372,acct_00000345,usr_00007975,2025-03-21 07:20:59,2025-03-21 07:59:59,chat,workflow,human,0,0,39,4.1
conv_00017373,acct_00000345,usr_00007968,2025-03-24 10:48:04,2025-03-24 11:23:04,chat,workflow,ai,1,0,35,3.6
conv_00017385,acct_00000345,usr_00007976,2025-03-28 12:29:08,2025-03-28 12:51:08,chat,reporting,ai,1,0,22,3.3
conv_00017371,acct_00000345,usr_00007977,2025-03-29 21:18:10,2025-03-29 22:16:10,web,workflow,human,0,0,58,3.4
conv_00017391,acct_00000345,usr_00007969,2025-04-01 10:47:37,2025-04-01 11:13:37,chat,billing,ai_plus_human,1,0,26,3.8
conv_00017377,acct_00000345,usr_00007973,2025-04-03 15:22:20,2025-04-03 17:11:20,chat,bug,human,0,0,109,3.7
conv_00017378,acct_00000345,usr_00007971,2025-04-06 09:43:16,2025-04-06 10:39:16,email,api,human,0,0,56,3.3
conv_00017376,acct_00000345,usr_00007971,2025-04-12 11:52:08,2025-04-12 12:33:08,email,api,ai,1,0,41,3.7
conv_00017384,acct_00000345,usr_00007980,2025-04-18 17:01:31,2025-04-18 17:25:31,chat,permissions,ai,1,0,24,4.0
conv_00017380,acct_00000345,usr_00007975,2025-04-19 08:54:24,2025-04-19 09:34:24,email,workflow,ai,1,0,40,3.8
conv_00017388,acct_00000345,usr_00007974,2025-04-20 13:16:43,2025-04-20 13:40:43,chat,setup,ai,1,0,24,3.7
conv_00017390,acct_00000345,usr_00007973,2025-04-24 07:12:40,2025-04-24 08:47:40,chat,api,ai_plus_human,1,1,95,2.8
conv_00017389,acct_00000345,usr_00007979,2025-04-27 09:00:38,2025-04-27 09:51:38,chat,setup,human,0,1,51,2.4
conv_00017397,acct_00000346,usr_00007982,2025-01-29 10:27:23,2025-01-29 12:14:23,chat,bug,human,0,0,107,3.7
conv_00017407,acct_00000346,usr_00007982,2025-01-30 09:26:00,2025-01-30 09:46:00,chat,billing,ai,1,0,20,3.0
conv_00017415,acct_00000346,usr_00007985,2025-02-04 20:14:58,2025-02-04 21:02:58,chat,reporting,human,0,1,48,2.6
conv_00017398,acct_00000346,usr_00007983,2025-02-11 08:55:51,2025-02-11 09:44:51,email,setup,human,0,1,49,2.6
conv_00017412,acct_00000346,usr_00007984,2025-02-13 09:48:12,2025-02-13 10:04:12,web,reporting,ai_plus_human,1,0,16,3.2
conv_00017414,acct_00000346,usr_00007983,2025-03-03 15:27:52,2025-03-03 15:49:52,web,permissions,ai,1,0,22,3.3
conv_00017411,acct_00000346,usr_00007984,2025-03-04 07:27:34,2025-03-04 09:30:34,chat,api,human,0,1,123,1.8
conv_00017403,acct_00000346,usr_00007985,2025-03-05 11:55:08,2025-03-05 12:21:08,chat,permissions,human,0,0,26,2.9
conv_00017406,acct_00000346,usr_00007984,2025-03-06 09:32:38,2025-03-06 10:01:38,email,permissions,human,0,0,29,3.7
conv_00017409,acct_00000346,usr_00007983,2025-03-06 12:08:56,2025-03-06 12:58:56,email,billing,human,0,0,50,3.1
conv_00017408,acct_00000346,usr_00007984,2025-03-06 13:09:52,2025-03-06 13:46:52,chat,workflow,human,0,0,37,3.7
conv_00017402,acct_00000346,usr_00007985,2025-03-08 18:27:24,2025-03-08 19:26:24,chat,workflow,human,0,0,59,3.1
conv_00017404,acct_00000346,usr_00007983,2025-03-29 17:56:13,2025-03-29 18:09:13,web,setup,ai,1,0,13,3.2
conv_00017405,acct_00000346,usr_00007982,2025-04-06 18:32:55,2025-04-06 19:19:55,chat,bug,ai,1,0,47,3.6
conv_00017401,acct_00000346,usr_00007983,2025-04-12 13:43:19,2025-04-12 14:39:19,web,workflow,human,0,0,56,3.8
conv_00017399,acct_00000346,usr_00007982,2025-04-16 14:23:10,2025-04-16 15:31:10,email,api,human,0,0,68,3.6
conv_00017410,acct_00000346,usr_00007985,2025-04-17 20:56:39,2025-04-17 21:25:39,chat,reporting,ai,1,0,29,2.8
conv_00017396,acct_00000346,usr_00007981,2025-04-20 07:40:44,2025-04-20 08:32:44,chat,workflow,human,0,0,52,4.3
conv_00017413,acct_00000346,usr_00007983,2025-04-27 10:18:40,2025-04-27 11:41:40,chat,api,human,0,0,83,3.1
conv_00017400,acct_00000346,usr_00007984,2025-04-30 18:03:05,2025-04-30 19:33:05,chat,bug,human,0,0,90,3.6
conv_00017474,acct_00000347,usr_00008016,2025-01-14 08:46:57,2025-01-14 09:21:57,chat,permissions,ai_plus_human,1,0,35,3.6
conv_00017447,acct_00000347,usr_00008000,2025-01-14 11:26:24,2025-01-14 11:52:24,email,setup,ai_plus_human,1,0,26,3.8
conv_00017471,acct_00000347,usr_00008000,2025-01-14 20:21:03,2025-01-14 20:52:03,email,permissions,human,0,0,31,3.6
conv_00017429,acct_00000347,usr_00008002,2025-01-15 20:34:30,2025-01-15 20:57:30,email,reporting,ai_plus_human,1,0,23,3.4
conv_00017468,acct_00000347,usr_00007991,2025-01-23 17:37:03,2025-01-23 17:58:03,email,reporting,ai,1,0,21,3.3
conv_00017433,acct_00000347,usr_00007996,2025-01-27 11:03:13,2025-01-27 11:31:13,chat,setup,human,0,0,28,3.8
conv_00017457,acct_00000347,usr_00008002,2025-01-27 15:33:52,2025-01-27 16:07:52,web,setup,human,0,0,34,3.4
conv_00017448,acct_00000347,usr_00008009,2025-01-28 07:08:52,2025-01-28 07:30:52,email,permissions,ai_plus_human,1,0,22,3.3
conv_00017466,acct_00000347,usr_00007996,2025-01-28 15:55:02,2025-01-28 16:35:02,web,reporting,human,0,0,40,2.8
conv_00017442,acct_00000347,usr_00008007,2025-01-31 19:14:37,2025-01-31 20:33:37,email,api,human,0,0,79,3.7
conv_00017421,acct_00000347,usr_00008003,2025-02-03 15:44:44,2025-02-03 16:19:44,chat,permissions,ai,1,0,35,3.8
conv_00017465,acct_00000347,usr_00007997,2025-02-05 10:55:28,2025-02-05 11:43:28,chat,reporting,human,0,1,48,2.7
conv_00017436,acct_00000347,usr_00008014,2025-02-05 18:49:50,2025-02-05 20:30:50,email,bug,human,0,0,101,3.3
conv_00017443,acct_00000347,usr_00007987,2025-02-06 14:06:41,2025-02-06 14:30:41,chat,reporting,ai_plus_human,1,0,24,3.4
conv_00017424,acct_00000347,usr_00008002,2025-02-09 15:50:31,2025-02-09 16:30:31,chat,workflow,human,0,0,40,3.0
conv_00017434,acct_00000347,usr_00008011,2025-02-15 12:36:28,2025-02-15 13:53:28,web,api,human,0,0,77,2.9
conv_00017423,acct_00000347,usr_00007994,2025-02-16 08:56:44,2025-02-16 09:52:44,chat,bug,ai,1,0,56,3.8
conv_00017438,acct_00000347,usr_00007996,2025-02-19 10:16:31,2025-02-19 10:39:31,email,reporting,ai,1,0,23,3.5
conv_00017416,acct_00000347,usr_00008017,2025-02-19 10:29:35,2025-02-19 13:21:35,chat,bug,human,0,1,172,3.0
conv_00017420,acct_00000347,usr_00008007,2025-02-19 19:26:38,2025-02-19 21:07:38,chat,bug,human,0,0,101,3.7
conv_00017475,acct_00000347,usr_00007986,2025-02-21 13:46:23,2025-02-21 14:24:23,web,workflow,human,0,0,38,3.0
conv_00017445,acct_00000347,usr_00008001,2025-02-22 12:33:52,2025-02-22 13:30:52,chat,bug,ai,1,0,57,3.3
conv_00017450,acct_00000347,usr_00007989,2025-02-23 11:56:57,2025-02-23 12:47:57,email,workflow,human,0,0,51,3.2
conv_00017454,acct_00000347,usr_00007991,2025-02-23 18:58:31,2025-02-23 19:54:31,email,reporting,human,0,0,56,3.2
conv_00017455,acct_00000347,usr_00008017,2025-02-24 19:35:05,2025-02-24 20:19:05,web,billing,ai_plus_human,1,1,44,2.8
conv_00017456,acct_00000347,usr_00007994,2025-02-25 20:05:46,2025-02-25 20:55:46,chat,workflow,human,0,0,50,3.2
conv_00017439,acct_00000347,usr_00008013,2025-02-27 16:18:12,2025-02-27 16:53:12,web,permissions,ai_plus_human,1,0,35,3.7
conv_00017476,acct_00000347,usr_00007989,2025-02-28 15:18:12,2025-02-28 15:42:12,web,setup,human,0,0,24,3.5
conv_00017437,acct_00000347,usr_00008014,2025-03-01 18:31:51,2025-03-01 19:10:51,chat,workflow,ai_plus_human,1,0,39,3.4
conv_00017435,acct_00000347,usr_00008006,2025-03-04 16:26:55,2025-03-04 16:51:55,chat,permissions,ai,1,0,25,4.1
conv_00017417,acct_00000347,usr_00007996,2025-03-08 11:44:58,2025-03-08 12:06:58,chat,setup,human,0,0,22,4.0
conv_00017477,acct_00000347,usr_00007989,2025-03-10 16:41:15,2025-03-10 18:26:15,chat,workflow,human,0,1,105,2.8
conv_00017431,acct_00000347,usr_00008013,2025-03-13 11:16:30,2025-03-13 12:21:30,email,workflow,human,0,0,65,3.5
conv_00017418,acct_00000347,usr_00007990,2025-03-13 16:38:12,2025-03-13 17:03:12,email,setup,human,0,0,25,3.4
conv_00017459,acct_00000347,usr_00008002,2025-03-14 11:25:22,2025-03-14 12:45:22,email,bug,ai_plus_human,1,0,80,3.7
conv_00017425,acct_00000347,usr_00007989,2025-03-15 08:53:03,2025-03-15 09:21:03,email,permissions,human,0,0,28,3.6
conv_00017461,acct_00000347,usr_00007990,2025-03-15 15:14:46,2025-03-15 15:54:46,email,permissions,human,0,0,40,3.4
conv_00017469,acct_00000347,usr_00008002,2025-03-16 07:28:02,2025-03-16 07:45:02,chat,permissions,ai,1,0,17,3.5
conv_00017430,acct_00000347,usr_00007996,2025-03-17 09:47:35,2025-03-17 10:34:35,email,reporting,human,0,0,47,3.7
conv_00017462,acct_00000347,usr_00008017,2025-03-17 10:53:19,2025-03-17 11:23:19,chat,billing,human,0,0,30,3.3
conv_00017444,acct_00000347,usr_00007986,2025-03-18 19:54:10,2025-03-18 20:35:10,email,billing,human,0,0,41,3.6
conv_00017419,acct_00000347,usr_00008013,2025-03-19 17:42:23,2025-03-19 18:55:23,chat,api,human,0,0,73,3.7
conv_00017472,acct_00000347,usr_00007986,2025-03-19 20:14:25,2025-03-19 20:57:25,chat,reporting,human,0,0,43,3.0
conv_00017473,acct_00000347,usr_00007989,2025-03-22 10:21:55,2025-03-22 11:05:55,chat,billing,ai_plus_human,1,1,44,2.6
conv_00017432,acct_00000347,usr_00007990,2025-03-23 10:37:57,2025-03-23 11:23:57,chat,api,ai_plus_human,1,0,46,3.7
conv_00017467,acct_00000347,usr_00007996,2025-03-23 21:01:14,2025-03-23 21:45:14,chat,workflow,human,0,0,44,3.8
conv_00017458,acct_00000347,usr_00007999,2025-03-29 09:33:06,2025-03-29 10:43:06,web,api,human,0,0,70,3.4
conv_00017441,acct_00000347,usr_00007996,2025-03-30 14:09:19,2025-03-30 15:06:19,email,api,human,0,0,57,3.7
conv_00017428,acct_00000347,usr_00008016,2025-04-02 20:39:16,2025-04-02 21:07:16,email,workflow,ai,1,0,28,3.4
conv_00017426,acct_00000347,usr_00008012,2025-04-04 13:06:15,2025-04-04 13:50:15,web,workflow,human,0,0,44,3.2
conv_00017446,acct_00000347,usr_00008006,2025-04-08 15:11:39,2025-04-08 16:05:39,web,billing,human,0,0,54,3.7
conv_00017453,acct_00000347,usr_00007991,2025-04-09 11:54:56,2025-04-09 12:23:56,email,setup,human,0,0,29,3.5
conv_00017427,acct_00000347,usr_00007998,2025-04-11 17:38:09,2025-04-11 18:14:09,email,billing,human,0,0,36,3.4
conv_00017464,acct_00000347,usr_00008006,2025-04-11 18:58:24,2025-04-11 19:36:24,email,bug,ai_plus_human,1,0,38,3.8
conv_00017451,acct_00000347,usr_00008015,2025-04-11 21:44:26,2025-04-12 00:27:26,email,api,human,0,1,163,1.4
conv_00017422,acct_00000347,usr_00008014,2025-04-19 11:19:09,2025-04-19 12:03:09,web,api,ai,1,0,44,3.5
conv_00017460,acct_00000347,usr_00008018,2025-04-21 18:11:55,2025-04-21 18:40:55,chat,reporting,human,0,0,29,3.3
conv_00017440,acct_00000347,usr_00008004,2025-04-25 08:30:27,2025-04-25 09:22:27,chat,api,ai,1,0,52,4.2
conv_00017463,acct_00000347,usr_00007998,2025-04-26 13:15:49,2025-04-26 14:36:49,email,api,human,0,0,81,3.5
conv_00017449,acct_00000347,usr_00008006,2025-04-27 16:19:02,2025-04-27 16:50:02,chat,permissions,human,0,0,31,3.6
conv_00017470,acct_00000347,usr_00007995,2025-04-29 12:07:39,2025-04-29 12:41:39,web,reporting,human,0,0,34,4.1
conv_00017452,acct_00000347,usr_00007988,2025-04-29 12:33:11,2025-04-29 13:31:11,email,reporting,human,0,0,58,3.5
conv_00017508,acct_00000348,usr_00008041,2025-01-11 18:30:40,2025-01-11 18:55:40,email,setup,human,0,0,25,3.6
conv_00017573,acct_00000348,usr_00008041,2025-01-12 20:09:11,2025-01-12 20:40:11,email,setup,human,0,0,31,3.0
conv_00017577,acct_00000348,usr_00008069,2025-01-13 15:33:34,2025-01-13 16:59:34,chat,bug,human,0,0,86,3.4
conv_00017542,acct_00000348,usr_00008060,2025-01-13 15:36:38,2025-01-13 16:22:38,chat,billing,human,0,0,46,3.9
conv_00017481,acct_00000348,usr_00008041,2025-01-14 09:26:01,2025-01-14 10:19:01,chat,workflow,ai_plus_human,1,0,53,3.5
conv_00017534,acct_00000348,usr_00008020,2025-01-14 17:21:48,2025-01-14 18:03:48,chat,billing,human,0,0,42,2.9
conv_00017572,acct_00000348,usr_00008041,2025-01-18 17:24:55,2025-01-18 19:03:55,chat,bug,ai_plus_human,1,1,99,3.1
conv_00017519,acct_00000348,usr_00008062,2025-01-20 08:58:09,2025-01-20 09:06:09,chat,setup,ai,1,0,8,3.3
conv_00017556,acct_00000348,usr_00008071,2025-01-20 09:18:46,2025-01-20 09:41:46,chat,setup,human,0,0,23,3.1
conv_00017501,acct_00000348,usr_00008060,2025-01-20 11:07:41,2025-01-20 12:25:41,chat,bug,human,0,0,78,2.9
conv_00017568,acct_00000348,usr_00008033,2025-01-20 13:48:45,2025-01-20 14:35:45,chat,billing,human,0,0,47,2.6
conv_00017493,acct_00000348,usr_00008071,2025-01-20 21:55:56,2025-01-20 22:36:56,web,reporting,human,0,0,41,3.3
conv_00017532,acct_00000348,usr_00008041,2025-01-21 17:54:50,2025-01-21 18:05:50,chat,permissions,ai_plus_human,1,0,11,3.9
conv_00017537,acct_00000348,usr_00008036,2025-01-22 10:59:44,2025-01-22 11:51:44,chat,workflow,human,0,0,52,4.1
conv_00017497,acct_00000348,usr_00008069,2025-01-24 11:03:12,2025-01-24 11:46:12,email,setup,human,0,1,43,2.0
conv_00017506,acct_00000348,usr_00008060,2025-01-24 18:06:00,2025-01-24 18:55:00,email,billing,human,0,0,49,4.4
conv_00017543,acct_00000348,usr_00008042,2025-01-25 07:18:09,2025-01-25 08:02:09,chat,api,ai_plus_human,1,0,44,3.5
conv_00017546,acct_00000348,usr_00008043,2025-01-25 12:49:11,2025-01-25 13:43:11,web,api,ai_plus_human,1,0,54,3.3
conv_00017585,acct_00000348,usr_00008067,2025-01-27 11:30:34,2025-01-27 13:04:34,email,bug,human,0,0,94,3.8
conv_00017498,acct_00000348,usr_00008063,2025-01-27 14:05:06,2025-01-27 15:07:06,chat,bug,human,0,0,62,3.5
conv_00017496,acct_00000348,usr_00008042,2025-01-28 09:15:09,2025-01-28 09:25:09,chat,permissions,ai_plus_human,1,0,10,4.3
conv_00017516,acct_00000348,usr_00008040,2025-01-29 09:20:16,2025-01-29 10:30:16,chat,api,human,0,0,70,3.0
conv_00017540,acct_00000348,usr_00008059,2025-02-02 11:01:22,2025-02-02 11:13:22,chat,permissions,ai,1,0,12,3.0
conv_00017525,acct_00000348,usr_00008047,2025-02-03 09:26:53,2025-02-03 10:00:53,chat,bug,ai_plus_human,1,0,34,3.5
conv_00017530,acct_00000348,usr_00008022,2025-02-05 08:55:11,2025-02-05 09:21:11,chat,billing,ai_plus_human,1,0,26,3.8
conv_00017547,acct_00000348,usr_00008042,2025-02-05 15:45:52,2025-02-05 16:05:52,chat,billing,ai,1,0,20,3.8
conv_00017569,acct_00000348,usr_00008048,2025-02-05 20:23:29,2025-02-05 20:48:29,chat,reporting,ai_plus_human,1,1,25,2.5
conv_00017552,acct_00000348,usr_00008043,2025-02-07 17:50:24,2025-02-07 18:57:24,email,bug,ai_plus_human,1,0,67,3.7
conv_00017486,acct_00000348,usr_00008038,2025-02-09 17:11:10,2025-02-09 18:17:10,chat,bug,ai,1,0,66,3.7
conv_00017507,acct_00000348,usr_00008053,2025-02-09 19:35:58,2025-02-09 20:36:58,email,billing,human,0,1,61,2.6
conv_00017522,acct_00000348,usr_00008057,2025-02-11 19:57:59,2025-02-11 20:25:59,email,reporting,ai_plus_human,1,0,28,4.2
conv_00017529,acct_00000348,usr_00008035,2025-02-11 20:17:59,2025-02-11 21:02:59,email,api,ai_plus_human,1,0,45,3.9
conv_00017583,acct_00000348,usr_00008028,2025-02-16 12:50:26,2025-02-16 13:44:26,email,workflow,human,0,0,54,4.1
conv_00017551,acct_00000348,usr_00008039,2025-02-17 18:25:17,2025-02-17 19:19:17,chat,billing,human,0,0,54,3.8
conv_00017549,acct_00000348,usr_00008033,2025-02-18 20:27:24,2025-02-18 20:42:24,chat,reporting,ai_plus_human,1,0,15,3.6
conv_00017571,acct_00000348,usr_00008059,2025-02-19 20:49:17,2025-02-19 21:23:17,chat,billing,human,0,0,34,4.1
conv_00017503,acct_00000348,usr_00008037,2025-02-20 12:17:45,2025-02-20 13:16:45,chat,api,human,0,0,59,3.7
conv_00017586,acct_00000348,usr_00008064,2025-02-21 12:06:53,2025-02-21 12:46:53,chat,workflow,ai,1,0,40,3.4
conv_00017582,acct_00000348,usr_00008038,2025-02-21 12:41:31,2025-02-21 13:32:31,chat,billing,ai_plus_human,1,1,51,2.7
conv_00017487,acct_00000348,usr_00008042,2025-02-22 09:04:20,2025-02-22 10:47:20,chat,bug,human,0,0,103,2.9
conv_00017567,acct_00000348,usr_00008038,2025-02-22 17:34:26,2025-02-22 18:03:26,chat,setup,human,0,0,29,3.6
conv_00017515,acct_00000348,usr_00008051,2025-02-23 10:59:11,2025-02-23 11:22:11,chat,setup,human,0,0,23,4.1
conv_00017521,acct_00000348,usr_00008045,2025-02-23 12:21:52,2025-02-23 12:54:52,chat,setup,ai_plus_human,1,1,33,3.6
conv_00017531,acct_00000348,usr_00008048,2025-02-24 20:34:35,2025-02-24 20:52:35,chat,workflow,ai,1,0,18,4.5
conv_00017564,acct_00000348,usr_00008032,2025-02-26 17:34:28,2025-02-26 18:51:28,email,billing,human,0,1,77,2.4
conv_00017499,acct_00000348,usr_00008034,2025-02-28 09:55:06,2025-02-28 10:42:06,chat,api,ai_plus_human,1,0,47,3.5
conv_00017509,acct_00000348,usr_00008039,2025-02-28 19:04:12,2025-02-28 19:59:12,email,setup,human,0,1,55,2.3
conv_00017483,acct_00000348,usr_00008024,2025-02-28 20:48:44,2025-02-28 21:11:44,email,reporting,human,0,0,23,3.2
conv_00017539,acct_00000348,usr_00008065,2025-03-01 09:02:52,2025-03-01 09:26:52,chat,permissions,ai,1,0,24,4.1
conv_00017489,acct_00000348,usr_00008066,2025-03-01 18:10:04,2025-03-01 18:45:04,chat,workflow,human,0,0,35,3.2
conv_00017510,acct_00000348,usr_00008037,2025-03-03 09:18:01,2025-03-03 10:08:01,chat,api,human,0,0,50,3.4
conv_00017479,acct_00000348,usr_00008062,2025-03-03 10:25:13,2025-03-03 11:04:13,email,permissions,human,0,0,39,3.2
conv_00017558,acct_00000348,usr_00008049,2025-03-04 14:05:18,2025-03-04 16:24:18,web,bug,ai_plus_human,1,1,139,1.9
